,ScorePerSentence
1893,43.167
1894,70.7959
1895,28.6107
1896,30.8958
1897,55.1216
1898,42.3879
1899,40.707
1900,22.0122
1901,49.5696
1902,34.832
1903,40.8736
1904,69.6092
1905,39.811
1906,76.1178
1907,17.5422
1908,51.0276
1909,35.67
1910,19.675
1911,49.7935
1912,7.8098
1913,29.8655
1914,48.9382
1915,54.8955
1916,44.6603
1917,35.0504
1918,71.6626
1919,75.3922
1920,15.5593
1921,36.695
1922,52.0871
1923,22.5184
1924,68.2449
1925,17.223
1926,52.0187
1927,43.2905
1928,31.9854
1929,3.0373
1930,9.5933
1931,59.1815
1932,39.8773
1933,34.6163
1934,12.0111
1935,24.3766
1936,10.6573
1937,82.4237
1938,11.0147
1939,26.0365
1940,17.2007
1941,34.0781
1942,17.8669
1943,33.8871
1944,12.5988
1945,50.6473
1946,25.9654
1947,11.5011
1948,33.697
1949,18.1496
1950,76.0432
1951,100.0
1952,31.3802
1953,45.9007
1954,11.2708
1955,14.5902
1956,7.8098
1957,28.0059
1958,10.9351
1959,37.8803
1960,39.9991
1961,13.1345
1962,29.277
1963,37.0131
1964,100.0
1965,7.9801
1966,16.5904
1967,13.1525
1968,44.2104
1969,46.2589
1970,56.169
1971,44.1299
1972,54.2181
1973,28.9978
1974,39.6941
1975,36.8256
1976,56.4179
1977,11.4882
1978,38.183
1979,30.4575
1980,55.7468
1981,35.8745
1982,23.3785
1983,13.0851
1984,24.4199
1985,22.4015
1986,47.8
1987,53.7285
1988,7.7686
1989,38.4345
1990,84.0896
1991,21.2464
1992,39.8081
1993,55.5524
1994,29.1141
1995,50.7457
1996,19.7584
1997,17.5348
1998,30.0925
1999,5.4358
2000,65.8199
2001,50.8383
2002,38.29
2003,7.189
2004,6.9536
2005,18.6103
2006,100.0
2007,39.0543
2008,19.3834
2009,53.0244
2010,15.5617
2011,9.1851
2012,41.8395
2013,31.4969
2014,36.701
2015,30.709
2016,6.9172
2017,29.788
2018,26.4074
2019,42.79
2020,33.8131
2021,51.1331
2022,56.4001
2023,31.1661
2024,92.5391
2025,33.5357
2026,49.0645
2027,22.5336
2028,54.0622
2029,46.5954
2030,41.0694
2031,53.6359
2032,28.1193
2033,61.794
2034,15.4249
2035,11.3698
2036,37.6613
2037,33.7439
2038,54.4254
2039,79.7611
2040,22.2192
2041,63.1555
2042,53.2108
2043,10.3923
2044,48.1011
2045,18.0566
2046,38.7925
2047,52.082
2048,42.3118
2049,62.2447
2050,51.2818
2051,33.5367
2052,54.6471
2053,34.166
2054,72.9184
2055,22.8255
2056,50.3035
2057,25.8908
2058,25.3365
2059,18.5988
2060,51.5264
2061,8.2823
2062,47.0462
2063,31.0202
2064,19.4086
2065,32.2679
2066,9.6693
2067,43.3854
2068,19.5648
2069,47.3682
2070,44.2319
2071,21.793
2072,7.189
2073,13.0651
2074,80.2022
2075,22.1548
2076,35.6633
2077,61.1873
2078,53.7285
2079,47.4467
2080,6.8922
2081,36.1609
2082,61.0474
2083,31.0546
2084,41.166
2085,50.6112
2086,19.6407
2087,49.7355
2088,11.6239
2089,34.5844
2090,26.91
2091,11.3594
2092,15.2094
2093,25.3545
2094,64.9066
2095,19.6114
2096,59.6949
2097,27.5456
2098,40.4493
2099,61.7303
2100,38.1347
2101,29.3585
2102,53.3064
2103,58.1562
2104,28.2739
2105,46.1819
2106,4.0232
2107,52.1707
2108,33.9567
2109,26.123
2110,59.6698
2111,33.4547
2112,10.8656
2113,48.2457
2114,42.971
2115,43.5277
2116,28.3818
2117,26.0319
2118,30.0806
2119,42.1498
2120,9.4252
2121,4.7577
2122,68.5094
2123,36.2293
2124,100.0
2125,19.3453
2126,33.4489
2127,77.4953
2128,43.1551
2129,56.7793
2130,48.0771
2131,15.8445
2132,24.1416
2133,31.3431
2134,51.0944
2135,23.1
2136,29.6191
2137,20.5567
2138,27.8438
2139,21.3387
2140,21.3644
2141,15.8209
2142,9.1884
2143,8.251
2144,34.4479
2145,22.756
2146,15.6278
2147,44.3837
2148,41.6908
2149,5.9342
2150,15.8776
2151,35.5625
2152,6.9172
2153,2.0949
2154,43.3321
2155,9.063
2156,41.9694
2157,37.0494
2158,26.6473
2159,35.5433
2160,8.0512
2161,42.9343
2162,42.5659
2163,34.638
2164,43.5525
2165,36.9755
2166,13.7694
2167,22.0896
2168,54.9466
2169,29.558
2170,7.7686
2171,17.9652
2172,7.4105
2173,29.9329
2174,24.8955
2175,10.1753
2176,6.364
2177,42.5958
2178,12.6007
2179,43.3619
2180,34.9419
2181,41.6475
2182,11.895
2183,100.0
2184,27.7762
2185,34.0583
2186,7.3204
2187,20.6793
2188,24.2141
2189,41.2475
2190,70.4531
2191,70.8074
2192,35.5227
2193,63.8628
2194,23.1262
2195,23.2109
2196,34.9389
2197,66.8926
2198,56.8549
2199,20.5567
2200,28.165
2201,43.2661
2202,38.269
2203,51.7983
2204,15.229
2205,17.952
2206,23.7937
2207,5.5618
2208,0.0
2209,31.2966
2210,19.1851
2211,35.9055
2212,25.989
2213,29.5669
2214,31.1133
2215,19.7187
2216,20.1594
2217,21.9117
2218,67.1688
2219,55.5331
2220,79.793
2221,22.0489
2222,25.5923
2223,29.1601
2224,62.1658
2225,32.6564
2226,51.895
2227,51.796
2228,25.7723
2229,52.2223
2230,34.4077
2231,5.8545
2232,32.7446
2233,16.3654
2234,31.4666
2235,4.6536
2236,26.3969
2237,6.609
2238,23.7586
2239,35.413
2240,27.049
2241,30.6826
2242,18.2625
2243,23.9011
2244,3.3613
2245,47.5172
2246,26.2598
2247,37.5051
2248,38.545
2249,38.3982
2250,17.9652
2251,12.109
2252,12.1388
2253,34.6907
2254,24.2936
2255,7.9102
2256,18.2071
2257,24.5061
2258,33.8131
2259,9.0532
2260,40.7992
2261,26.4418
2262,23.7983
2263,22.6285
2264,0.0
2265,52.9525
2266,48.0863
2267,47.9793
2268,25.3474
2269,2.3433
2270,63.1605
2271,31.6716
2272,19.3566
2273,27.1647
2274,31.5915
2275,27.5081
2276,40.7269
2277,43.6984
2278,12.8743
2279,5.8689
2280,45.0161
2281,57.0675
2282,20.9652
2283,49.988
2284,76.7758
2285,70.3299
2286,49.2266
2287,33.2468
2288,27.0914
2289,42.2644
2290,50.6138
2291,53.0246
2292,10.5233
2293,42.1201
2294,72.7682
2295,59.6738
2296,68.7048
2297,46.7757
2298,19.7406
2299,55.5817
2300,24.8064
2301,41.3294
2302,49.3335
2303,31.1627
2304,22.8282
2305,44.8673
2306,58.0857
2307,39.7209
2308,31.5355
2309,55.3285
2310,24.1766
2311,35.6723
2312,43.674
2313,49.2966
2314,12.763
2315,22.214
2316,6.1086
2317,11.9901
2318,19.0708
2319,27.1116
2320,9.2468
2321,33.5689
2322,19.5648
2323,14.5752
2324,19.6407
2325,26.9243
2326,45.1801
2327,20.8032
2328,18.6005
2329,51.6973
2330,19.7158
2331,13.9245
2332,39.172
2333,4.4569
2334,30.2138
2335,19.1301
2336,6.5673
2337,14.321
2338,36.5555
2339,43.2423
2340,14.9911
2341,36.6405
2342,7.2239
2343,8.6806
2344,13.4851
2345,18.2071
2346,18.3186
2347,11.2021
2348,53.0362
2349,5.5224
2350,6.4231
2351,25.1704
2352,12.2591
2353,57.814
2354,14.7934
2355,3.7346
2356,14.5358
2357,70.7107
2358,27.3012
2359,34.6681
2360,32.4668
2361,44.7025
2362,11.8684
2363,36.5555
2364,48.8923
2365,46.4467
2366,43.3619
2367,42.2824
2368,45.1801
2369,44.0375
2370,47.4013
2371,41.4848
2372,8.0545
2373,24.7471
2374,14.4589
2375,38.5032
2376,12.7033
2377,30.2138
2378,34.5721
2379,28.6487
2380,33.0316
2381,20.4213
2382,22.2298
2383,50.1758
2384,42.5711
2385,20.7605
2386,39.4588
2387,35.0874
2388,29.2233
2389,85.7893
2390,43.6684
2391,19.9655
2392,34.4691
2393,9.9115
2394,22.2425
2395,6.2847
2396,23.8964
2397,20.8094
2398,36.5234
2399,24.798
2400,43.4437
2401,22.0114
2402,27.3012
2403,67.9592
2404,27.6824
2405,32.4668
2406,21.8269
2407,2.5811
2408,53.7057
2409,17.1274
2410,57.4595
2411,16.7845
2412,10.4006
2413,12.4096
2414,37.5966
2415,17.5882
2416,25.9446
2417,28.4956
2418,25.6044
2419,17.0596
2420,61.0691
2421,9.0304
2422,38.5348
2423,46.3007
2424,11.3396
2425,17.0348
2426,17.411
2427,23.0509
2428,13.4851
2429,43.693
2430,29.1523
2431,23.5783
2432,36.8333
2433,35.317
2434,18.9285
2435,32.883
2436,80.5312
2437,19.6351
2438,41.6822
2439,17.0558
2440,28.5643
2441,40.513
2442,19.3394
2443,47.8439
2444,12.8743
2445,47.4502
2446,54.0219
2447,69.6471
2448,41.9153
2449,66.8064
2450,47.5873
2451,18.3257
2452,43.2988
2453,61.2808
2454,36.8894
2455,18.6491
2456,26.2691
2457,22.092
2458,15.6638
2459,6.6125
2460,100.0
2461,7.4086
2462,7.8583
2463,22.47
2464,16.2793
2465,44.755
2466,14.4479
2467,37.5966
2468,11.2611
2469,33.0089
2470,26.2746
2471,13.8412
2472,68.5323
2473,33.8131
2474,54.7518
2475,41.2487
2476,8.8309
2477,20.8969
2478,30.0101
2479,17.3958
2480,15.2685
2481,14.4113
2482,6.4639
2483,0.0
2484,57.4789
2485,28.0564
2486,41.153
2487,12.0111
2488,46.2452
2489,4.4569
2490,0.0
2491,14.5358
2492,23.8479
2493,27.5834
2494,13.3026
2495,9.6374
2496,17.1058
2497,42.3717
2498,81.5355
2499,28.42
2500,37.2475
2501,43.1523
2502,9.4828
2503,31.6898
2504,47.3703
2505,47.6941
2506,24.6073
2507,4.815
2508,37.6185
2509,58.5559
2510,30.2119
2511,35.7649
2512,34.0363
2513,25.5274
2514,37.5073
2515,20.7763
2516,52.134
2517,51.4973
2518,11.2085
2519,17.9214
2520,33.2497
2521,51.9293
2522,56.4081
2523,20.6872
2524,33.5238
2525,28.2967
2526,75.5086
2527,44.1679
2528,19.9204
2529,49.0305
2530,21.0047
2531,15.9493
2532,41.9257
2533,34.0018
2534,28.9492
2535,22.9585
2536,61.833
2537,93.0605
2538,10.9249
2539,52.9446
2540,30.8519
2541,30.8958
2542,46.5076
2543,25.4562
2544,75.9836
2545,36.0282
2546,45.9618
2547,25.5619
2548,29.8869
2549,45.5881
2550,20.1649
2551,40.8151
2552,11.5912
2553,13.7966
2554,61.2808
2555,59.4859
2556,23.3078
2557,15.1683
2558,20.6872
2559,34.9964
2560,28.2544
2561,55.0215
2562,38.0914
2563,12.6007
2564,54.5247
2565,27.3012
2566,33.4047
2567,30.5565
2568,30.277
2569,44.0912
2570,27.1611
2571,25.1317
2572,47.0881
2573,27.1516
2574,0.0
2575,7.1754
2576,45.5679
2577,28.2
2578,16.7845
2579,36.3515
2580,17.5348
2581,12.662
2582,6.2856
2583,32.4668
2584,45.4802
2585,15.2072
2586,19.4086
2587,27.7762
2588,27.0121
2589,31.8074
2590,47.1554
2591,42.1557
2592,43.1207
2593,21.6109
2594,19.5727
2595,54.5497
2596,46.3904
2597,100.0
2598,16.8115
2599,8.2349
2600,40.8736
2601,37.1333
2602,31.5372
2603,18.4158
2604,36.3354
2605,81.3565
2606,57.0525
2607,40.4986
2608,43.7952
2609,50.0575
2610,34.8851
2611,72.518
2612,48.6295
2613,34.2739
2614,29.5048
2615,50.1305
2616,27.9575
2617,36.0903
2618,46.9178
2619,18.2599
2620,30.5369
2621,3.7374
2622,7.1464
2623,52.637
2624,45.9331
2625,23.8301
2626,50.5282
2627,14.188
2628,12.3562
2629,42.8095
2630,34.4578
2631,6.0746
2632,15.8213
2633,51.5709
2634,23.4921
2635,7.3225
2636,28.8661
2637,47.8554
2638,32.2601
2639,32.1832
2640,33.4867
2641,9.7528
2642,21.9515
2643,37.9918
2644,58.7704
2645,19.675
2646,18.8045
2647,35.4948
2648,15.6197
2649,28.5375
2650,34.0822
2651,84.4659
2652,84.4659
2653,46.0196
2654,25.5044
2655,28.1324
2656,68.1015
2657,33.9245
2658,27.194
2659,36.3119
2660,16.2981
2661,25.182
2662,44.8357
2663,21.015
2664,27.092
2665,32.0426
2666,100.0
2667,54.367
2668,87.8742
2669,27.552
2670,49.8992
2671,66.7279
2672,63.4107
2673,8.643
2674,6.2747
2675,22.1721
2676,31.2283
2677,9.7163
2678,2.5831
2679,6.3302
2680,2.6524
2681,22.2503
2682,46.9247
2683,17.6087
2684,23.1033
2685,36.6553
2686,5.975
2687,49.2861
2688,44.6791
2689,46.5954
2690,25.0063
2691,67.2516
2692,49.8283
2693,25.0137
2694,29.147
2695,23.3306
2696,51.1829
2697,32.7122
2698,20.548
2699,59.002
2700,56.2442
2701,50.1047
2702,42.9764
2703,31.0202
2704,56.7426
2705,49.4224
2706,21.3422
2707,62.1108
2708,45.7551
2709,56.98
2710,31.1709
2711,39.1352
2712,61.9689
2713,40.7613
2714,24.9775
2715,46.9798
2716,43.6004
2717,46.5105
2718,19.5385
2719,21.3932
2720,31.6542
2721,30.5878
2722,38.3171
2723,85.4731
2724,47.2076
2725,24.211
2726,42.567
2727,51.47
2728,23.6821
2729,32.3384
2730,34.2334
2731,29.0593
2732,42.8716
2733,14.4589
2734,14.0929
2735,59.7683
2736,23.1147
2737,41.1804
2738,13.8344
2739,7.1754
2740,49.7896
2741,26.6357
2742,19.518
2743,6.1503
2744,30.0392
2745,4.3203
2746,8.5606
2747,17.695
2748,39.3859
2749,13.1514
2750,12.152
2751,54.1082
2752,83.4756
2753,38.4663
2754,51.6738
2755,63.1788
2756,23.9018
2757,37.6799
2758,25.0793
2759,31.5195
2760,30.2258
2761,54.0762
2762,43.5427
2763,11.4334
2764,7.4697
2765,37.8416
2766,31.7946
2767,23.6931
2768,30.6785
2769,20.6132
2770,15.7734
2771,4.8897
2772,24.7943
2773,28.2
2774,54.3865
2775,29.6946
2776,26.8224
2777,13.5558
2778,63.5371
2779,34.5613
2780,49.9486
2781,30.8648
2782,9.6427
2783,32.7267
2784,16.2334
2785,17.1456
2786,36.4223
2787,16.9509
2788,29.8475
2789,45.0073
2790,34.4526
2791,20.4888
2792,65.0598
2793,25.3365
2794,41.4826
2795,48.6286
2796,24.6702
2797,20.9956
2798,30.0004
2799,41.1804
2800,29.2561
2801,21.4531
2802,51.1507
2803,44.4267
2804,39.5672
2805,33.3953
2806,27.2457
2807,58.7704
2808,31.2394
2809,25.4918
2810,27.3264
2811,20.7605
2812,31.0115
2813,25.9142
2814,18.7749
2815,47.0047
2816,44.0246
2817,61.3551
2818,52.2824
2819,54.0336
2820,66.7088
2821,44.0426
2822,52.4307
2823,28.9978
2824,33.0316
2825,45.7573
2826,46.8083
2827,48.2218
2828,59.7799
2829,20.6974
2830,16.9596
2831,28.5823
2832,49.5254
2833,50.2433
2834,19.3049
2835,41.0108
2836,38.2983
2837,19.1469
2838,32.4081
2839,52.4846
2840,17.6405
2841,91.3203
2842,47.4756
2843,65.6426
2844,78.6075
2845,43.7712
2846,53.5178
2847,51.5872
2848,29.5023
2849,47.4955
2850,19.9115
2851,32.999
2852,22.5203
2853,31.3589
2854,36.8159
2855,12.3473
2856,34.7222
2857,12.5122
2858,11.6439
2859,75.3329
2860,37.4312
2861,76.1161
2862,51.993
2863,38.6991
2864,38.9757
2865,58.7728
2866,48.2946
2867,36.529
2868,39.111
2869,13.6903
2870,42.2316
2871,40.3188
2872,31.5278
2873,52.3122
2874,56.8357
2875,36.685
2876,29.732
2877,61.4107
2878,35.6741
2879,36.1739
2880,62.6881
2881,42.0677
2882,36.7134
2883,13.9659
2884,47.3677
2885,73.0387
2886,28.6249
2887,52.8979
2888,6.8706
2889,36.2754
2890,40.2767
2891,8.5013
2892,54.6802
2893,49.3558
2894,28.1682
2895,37.4312
2896,31.2394
2897,52.0551
2898,29.4855
2899,15.7278
2900,8.3557
2901,77.9995
2902,81.5355
2903,16.4865
2904,26.2025
2905,20.2293
2906,33.0929
2907,32.8047
2908,15.9196
2909,9.4252
2910,51.7108
2911,56.7426
2912,26.9236
2913,24.4137
2914,32.3772
2915,16.959
2916,34.463
2917,13.7413
2918,9.3822
2919,46.7237
2920,13.5404
2921,41.8868
2922,53.0071
2923,9.864
2924,50.5794
2925,15.5268
2926,15.5384
2927,40.5501
2928,37.8741
2929,24.7617
2930,37.5677
2931,36.4141
2932,40.8912
2933,22.6122
2934,40.3528
2935,53.1073
2936,28.7657
2937,25.312
2938,17.4743
2939,37.0816
2940,100.0
2941,26.6019
2942,33.0041
2943,61.0474
2944,21.1053
2945,76.3041
2946,31.8338
2947,45.5121
2948,11.8267
2949,12.0903
2950,28.6434
2951,100.0
2952,36.4141
2953,54.1082
2954,63.2864
2955,21.8663
2956,33.9382
2957,55.4129
2958,66.201
2959,49.5827
2960,57.3867
2961,26.17
2962,71.4732
2963,22.8942
2964,33.9341
2965,9.4293
2966,43.4076
2967,14.2341
2968,30.4749
2969,49.1388
2970,33.6259
2971,24.7006
2972,67.124
2973,39.9884
2974,24.798
2975,29.6677
2976,21.6312
2977,11.3551
2978,19.4086
2979,14.4589
2980,46.8423
2981,39.921
2982,44.4832
2983,10.6103
2984,59.0687
2985,63.8396
2986,24.4051
2987,24.6421
2988,49.7791
2989,13.4453
2990,29.421
2991,37.7997
2992,57.4789
2993,30.2726
2994,100.0
2995,16.0312
2996,28.4722
2997,38.9529
2998,12.0496
2999,30.9015
3000,28.1151
3001,20.3334
3002,67.637
